id,tribuneTheaterId,providerTheaterId,name,address,city,state,zip,distance,lon,lat,theaterChainName,ticketType
4919,10236,,"Peninsula Movie Bistro","4401 West Claiborne Square",Hampton,VA,23666,27.16,-76.4021,37.0515,"Cobb Theatres",STANDARD
704,6727,,"Kimball Theatre","424 Duke Of Gloucester St.",Williamsburg,VA,23185,29.06,-76.7123,37.2567,"Independent Chains",STANDARD
4719,9934,,"Movie Tavern at High Street","1430 Richmond Road",Williamsburg,VA,23185,30.07,-76.724879,37.288467,"Movie Tavern",STANDARD
4139,4902,,"Regal New Town Stadium 12","4911 Courthouse Street",Williamsburg,VA,23188,29.28,-76.741346,37.279116,"Regal Cinemas",STANDARD
681,8614,,"Big Cinemas Main Gate 10","Navy Exchange Mall Complex",Norfolk,VA,23511,34.76,-76.316067,36.943019,"Phoenix Theatres",STANDARD
3119,4906,,"Regal Harbour View Grande Stadium 16","5860 Harbour View Blvd.",Suffolk,VA,23435,31.4,-76.436112,36.875074,"Regal Cinemas",STANDARD
706,6024,,"Naro Expanded Cinema","1507 Colley Ave.",Norfolk,VA,23517,33.99,-76.297962,36.868128,"Independent Chains",STANDARD
5102,10498,,"Cinemark Chesapeake Square","2413 Chesapeake Square Ring Rd.",Chesapeake,VA,23321,28.78,-76.412573,36.828369,Cinemark,STANDARD
2277,8730,,"Regal MacArthur Center Stadium 18","300 Monticello Ave Ste 330",Norfolk,VA,23510,33.12,-76.289347,36.849432,"Regal Cinemas",STANDARD
705,5155,,"Commodore Theatre","421 High St.",Portsmouth,VA,23704,31.92,-76.301714,36.835136,"Independent Chains",STANDARD
2976,8358,,"Cinemark 18 Norfolk","880 N. Military Highway",Norfolk,VA,23502,29.01,-76.206231,36.84986,Cinemark,STANDARD
708,6460,,"Cinema Cafe - Pembroke Meadows","758 Independence Blvd.","Virginia Beach",VA,23455,31.16,-76.13155,36.864903,"Cinema Cafe",STANDARD
672,8049,,"Regal Columbus 12","104 Constitution Dr","Virginia Beach",VA,23462,29.6,-76.130061,36.84035,"Regal Cinemas",STANDARD
5628,11091,,"Destination Theater","5246 Oaklawn Blvd.",Hopewell,VA,23860,29.03,-77.3294,37.2583,"Independent Chains",STANDARD
4378,9420,,"Regal Southpark Mall Stadium","300 Southpark Circle","Colonial Heights",VA,23834,29.29,-77.394315,37.253997,"Regal Cinemas",STANDARD
4689,9897,,"Regal Westchester Commons Stadium 16","361 Perimeter Drive",Midlothian,VA,23114,23.47,-77.689291,37.513781,"Regal Cinemas",STANDARD
5626,11089,,"Ovation 10","1100 Alverser Drive",Midlothian,VA,23113,22.08,-77.6178,37.5063,"Carmike Cinemas",STANDARD
3051,5866,,"Regal Commonwealth Stadium 20 & IMAX","5001 Commonwealth Center Parkway",Midlothian,VA,23112,16.27,-77.628888,37.419069,"Regal Cinemas",STANDARD
4685,9892,,"Sunchase Cinema 8","215 Sunchase Blvd.",Farmville,VA,23901,29.58,-78.376272,37.29461,"Independent Chains",STANDARD
116,7627,,"Cinema Cafe - Kemps River","1220 Fordham Rd","Virginia Beach",VA,23464,34.36,-76.174508,36.801514,"Cinema Cafe",STANDARD
3222,5945,,"Beach Movie Bistro","941 Laskin Rd.","Virginia Beach",VA,23451,34.15,-75.988665,36.856627,"Independent Chains",STANDARD
370,5315,334,"AMC Lynnhaven 18","1001 Lynnhaven Mall Loop","Virginia Beach",VA,23452,29.37,-76.072756,36.815885,"AMC Theatres",STANDARD
661,9185,,"Regal Strawbridge Marketplace Stadium 12","2133 General Booth Blvd","Virginia Beach",VA,23454,28.26,-76.015434,36.767803,"Regal Cinemas",STANDARD
659,5178,,"Cinema Cafe - Greenbrier","1401 Greenbriar Pkwy Ste 1112",Chesapeake,VA,23320,31.29,-76.226578,36.779422,"Cinema Cafe",STANDARD
658,7014,,"Regal Greenbrier Cinema 13","600 Jarman Road",Chesapeake,VA,23320,30.86,-76.2334,36.7784,"Regal Cinemas",STANDARD
5861,11275,,"Cinema Cafe - Edinburgh","1864 Edinburgh Lane",Chesapeake,VA,23322,25.34,-76.229249,36.653874,"Cinema Cafe",STANDARD
837,4066,,"Corolla Movies","815 E. Ocean Trail",Corolla,NC,27927,29.08,-75.815991,36.328342,"Independent Chains",STANDARD
2457,1192,,"Roanoke Cinemas","1722 E 10th Street","Roanoke Rapids",NC,27870,23.69,-77.643357,36.438561,"Independent Chains",STANDARD
2033,1836,,"Market Place Cinema","907 W Beckford Dr",Henderson,NC,27536,32.85,-78.431429,36.332847,"Independent Chains",STANDARD
2425,1702,,"Grandin Theatre","1310 Grandin Road S.W.",Roanoke,VA,24015,28.96,-79.976959,37.265438,"Independent Chains",STANDARD
3081,4905,,"Regal Valley View Grande Stadium 16","4730 Valley View Blvd.",Roanoke,VA,24012,28.91,-79.954753,37.299642,"Regal Cinemas",STANDARD
1644,4795,,"Carmike 10 Roanoke","4494 Electric Rd SW",Roanoke,VA,24014,30.13,-79.976939,37.234123,"Carmike Cinemas",STANDARD
2261,4794,,"Carmike Valley 8","1700 Apperson Dr",Salem,VA,24153,26.23,-80.032434,37.269637,"Carmike Cinemas",STANDARD
5053,10433,,"Westlake Cinemas","84 Westlake Rd. Suite 117",Hardy,VA,24101,34.12,-79.720439,37.118353,"Independent Chains",STANDARD
4080,1894,,"Eagle Cinema","460 Tanyard Rd.","Rocky Mount",VA,24151,30.25,-79.88097,37.002566,"Independent Chains",STANDARD
5635,11098,,"Cinebowl Grille + IMAX","1614 S. Main St.",Blacksburg,VA,24060,33.44,-80.401286,37.211478,"Frank Theatres",STANDARD
2421,408,,"Lyric Theatre Blacksburg","135 College Ave.",Blacksburg,VA,24060,31.95,-80.415656,37.23013,"Independent Chains",STANDARD
4340,9325,,"Regal New River Valley Stadium 14","110 New River Road",Christiansburg,VA,24073,32.39,-80.428698,37.163741,"Regal Cinemas",STANDARD
2423,410,,"Radford Theatre","1043 Norwood Street",Radford,VA,24141,34.87,-80.555828,37.140898,"Independent Chains",STANDARD
1872,1828,,"Movie Town 5","67 Veteran Rd",Martinsville,VA,24112,24.6,-79.877826,36.65436,"Independent Chains",STANDARD
4700,9914,,"Hollywood Cinema","6 Hollywood Blvd.",Martinsville,VA,24112,29.47,-79.967982,36.6929025,"Independent Chains",STANDARD
4468,9562,,"Danville Stadium Cinemas","3601 Riverside Dr",Danville,VA,24541,33.83,-79.430037,36.580886,"Georgia Theatre Company",STANDARD
1260,5030,,"Rockingham Theatre","205 Gilmer St.",Reidsville,NC,27320,33.43,-79.664626,36.359992,"Independent Chains",STANDARD
2424,6392,,"Radford Plaza Cinema Twin","7472 Lee Highway",Radford,VA,24141,33.97,-80.579472,37.142552,"Independent Chains",STANDARD
3902,2155,,"Marquee Cinemas 8","187 Dominion Street",Wytheville,VA,24382,33.06,-81.103628,36.957107,"Marquee Cinemas",STANDARD
2246,6722,,"Carmike 8 Bluefield","Mercer Mall",Bluefield,WV,24701,30.04,-81.221802,37.2728,"Carmike Cinemas",STANDARD
694,4984,,"R/C Covington Movies 3","139 N. Maple Ave.",Covington,VA,24426,29.94,-79.995089,37.790112,"R/C Theatres",STANDARD
1350,4190,,"Cinemark Brassfield Cinema 10","2101 New Garden Rd. #160",Greensboro,NC,27410,4.62,-79.858321,36.129246,Cinemark,STANDARD
2857,5039,,"Red Cinemas","1305 Battleground Ave",Greensboro,NC,27408,1.32,-79.807488,36.086148,"Independent Chains",STANDARD
3080,5865,,"Regal Greensboro Grande Stadium 16","3205 Northline Ave.",Greensboro,NC,27408,1.5,-79.835844,36.087522,"Regal Cinemas",STANDARD
4542,9675,,"Carousel Cinemas at Alamance Crossing","1090 Piper Lane",Burlington,NC,27215,34.12,-79.5104,36.07,"Southeast Cinemas",STANDARD
3912,2263,,"Creekside Cinema 10","605 Bluemont Road","Mount Airy",NC,27030,16.79,-80.618969,36.497259,"Frank Theatres",STANDARD
4282,5095,,"The Grand 18 - Winston-Salem","5601 University Parkway","Winston Salem",NC,27105,34.42,-80.273693,36.174171,"Southern Theatres",STANDARD
2226,7024,,"Carmike 10 Winston Salem","3640 Reynolda Rd.","Winston Salem",NC,27106,31.75,-80.316609,36.155449,"Carmike Cinemas",STANDARD
1989,1494,,"Twin County Cinemas","957 E Stuart Dr",Galax,VA,24333,20.16,-80.893997,36.681702,"Southeast Cinemas",STANDARD
1867,5035,,"Starmount Crossing 5","209 Winston Road",Jonesville,NC,28642,29,-80.843325,36.240124,"Independent Chains",STANDARD
2426,411,,"The Ritz Theatre","211 Ballengee St.",Hinton,WV,25951,32.28,-80.8908,37.672901,"Independent Chains",STANDARD
2150,1160,,"Marquee-Seneca Showcase","Greenbrier Valley Mall",Lewisburg,WV,24901,33.36,-80.444,37.800999,"Marquee Cinemas",STANDARD
5736,11178,,"Moviehouse & Eatery Flower Mound","951 Long Prairie Road","Flower Mound",TX,75022,33.11,-80.435549,37.813119,"Independent Chains",STANDARD
5721,11163,,"Flagship Wells","75 Wells Plaza",Wells,ME,04090,33.11,-80.435549,37.813119,"Flagship Cinemas",STANDARD
5648,11114,,"Lewisburg Cinema 8","257 Grand Avenue",Lewisburg,WV,24901,33.11,-80.435549,37.813119,"Independent Chains",STANDARD
2427,412,,"Lewis Theatre","113 N. Court Street",Lewisburg,WV,24901,33.19,-80.445999,37.802799,"Independent Chains",STANDARD
1580,4238,,"Cinemark Tinseltown USA 14 Bristol","3004 Linden Drive",Bristol,VA,24202,29.45,-82.1308,36.6284,Cinemark,STANDARD
5855,11268,,"Marquee Pinnacle 12","680 Pinnacle Parkway",Bristol,TN,37620,33.6,-82.2643,36.591,"Marquee Cinemas",STANDARD
2880,2234,,"Abingdon Cinemall","721 East Main Street",Abingdon,VA,24210,28.72,-81.95381,36.718527,"Independent Chains",STANDARD
4825,10099,,"Tri-Cities 7 Cinemas","354 Shadowtown Road",Blountville,TN,37617,34.81,-82.395036,36.530952,"Independent Chains",STANDARD
2679,1204,,"Real to Reel","130 W. Springbrook Dr.","Johnson City",TN,37604,34.5,-82.3818,36.3501,"Independent Chains",STANDARD
2254,4788,,"Carmike 14 Johnson City","1805 N. Roan St","Johnson City",TN,37601,26.97,-82.3764,36.333261,"Carmike Cinemas",STANDARD
5386,10823,,"Kingsport Town Center","2101 Fort Henry Drive",Kingsport,TN,37664,28.09,-82.520942,36.529672,"Frank Theatres",STANDARD
5137,10543,,"Cinema City 9","206 Coeburn Avenue SW",Norton,VA,24273,16.29,-82.620233,36.936461,"Independent Chains",STANDARD
4358,9385,,"Broadway Cinema - Cedar Bluff","6 Claypool Hill Mall","Cedar Bluff",VA,24609,16.11,-81.756897,37.067299,"Independent Chains",STANDARD
2204,4716,,"Carmike 4 Harlan","3373 US HWY 421 SOUTH",Harlan,KY,40831,34.08,-83.313929,36.814182,"Carmike Cinemas",STANDARD
2933,1719,,"Hillside Theater","410 Morton Blvd",Hazard,KY,41701,25.23,-83.226097,37.279202,"Independent Chains",STANDARD
1648,2225,,"Riverfill 10","215 Pike Street",Pikeville,KY,41501,30.41,-82.516899,37.478199,"Independent Chains",STANDARD
1775,6522,,"Rogersville Cinema 4","1287 E. Main St",Rogersville,TN,37857,33.76,-82.990224,36.415572,"Independent Chains",STANDARD
4633,9817,,"Carmike 12 Morristown","2550 East Morris Blvd",Morristown,TN,37813,9.1,-83.261535,36.219683,"Carmike Cinemas",STANDARD
5276,10710,,"Towne Center","925 W. Andrew Johnson Way",Greeneville,TN,37745,25.95,-82.8367,36.1738,"Carmike Cinemas",STANDARD
633,8731,,"Regal Boone Cinema 7","210 New Market Street Centre",Boone,NC,28607,9.44,-81.662219,36.218562,"Regal Cinemas",STANDARD
1857,4715,,"Carmike 4 Middlesboro","905 N 12th St.",Middlesboro,KY,40965,12.45,-83.704102,36.620998,"Carmike Cinemas",STANDARD
4018,1429,,"Marquee McDowell Cinemas 2","60 McDowell Street",Welch,WV,24801,34.51,-81.585503,37.431702,"Marquee Cinemas",STANDARD
3910,5034,,"The Liberty Theatre","816 Main Street","North Wilkesboro",NC,28659,23.56,-81.145558,36.159928,"Independent Chains",STANDARD
5596,11049,,"Two Rivers Cinema","132 Two Rivers Drive",Wilkesboro,NC,28697,33.9,-81.178399,36.151458,"Independent Chains",STANDARD
1910,6132,,"Elkins Cinema 7","1513 Harrison Ave.",Elkins,WV,26241,34.75,-79.8638,38.9312,"Independent Chains",STANDARD
3543,2127,,"Palace Pointe Theater","5050 Durham Rd.",Roxboro,NC,27573,24.02,-78.975306,36.323668,"Independent Chains",STANDARD
4179,2171,,"Fountain Place Cinema 8","102 George Kostas Drive",Logan,WV,25601,23.39,-82.008978,37.842945,"GHTC Theatres",STANDARD
4244,2358,,"Marquee Cinemas-Galleria 14","200 Galleria Plaza",Beckley,WV,25801,33.08,-81.176434,37.800189,"Marquee Cinemas",STANDARD
2151,1689,,"Marquee-Nicholas Showplace","300 Merchants Walk Plaza",Summersville,WV,26651,10.88,-80.835234,38.300578,"Marquee Cinemas",STANDARD
5600,11055,,"Robey Theatre","318 Main St.",Spencer,WV,25276,32.78,-81.351336,38.802434,"Independent Chains",STANDARD
2227,2281,,"Park Place Stadium Cinema","600 Washington St. East",Charleston,WV,25301,31.59,-81.633098,38.352502,"GHTC Theatres",STANDARD
2474,2298,,"Marquee Cinemas Southridge 12","331 Southridge Blvd","South Charleston",WV,25309,31.88,-81.712967,38.318807,"Marquee Cinemas",STANDARD
4111,2323,,"Great Escape Nitro 12","12 JW Drive",Nitro,WV,25313,34.58,-81.805551,38.406609,"Regal Cinemas",STANDARD
3993,2266,,"Teays Valley Cinemas","170 Erskine Lane","Scott Depot",WV,25560,27.16,-81.9289,38.4539,"Frank Theatres",STANDARD
4749,9978,,"Cinemark Huntington Mall","Unit 700, 500 Mall Road",Barboursville,WV,25504,25.69,-82.266288,38.42066,Cinemark,STANDARD
5195,10613,,"Silver Screen VII","1284 Jackson Pike",Gallipolis,OH,45631,28.66,-82.258641,38.842883,"Independent Chains",STANDARD
3922,2383,,"Marquee Pullman Square 16","26 Pullman Square",Huntington,WV,25701,21.75,-82.443595,38.422613,"Marquee Cinemas",STANDARD
1351,4182,,"Cinemark Movies 10 Ashland","400 Winchester Ave.",Ashland,KY,41101,18.1,-82.65286,38.486215,Cinemark,STANDARD
2905,1532,,"Athena Cinema","20 South Court Street",Athens,OH,45701,28.49,-82.101,39.3284,"Independent Chains",STANDARD
4090,1801,,"Tri-City Theatre","972 East Main Street",Jackson,OH,45640,29.8,-82.6265,39.0349,"Independent Chains",STANDARD
669,6809,,"Regal Grand Central Mall 12","700 Grand Central Mall",Vienna,WV,26105,21.72,-81.5504,39.305099,"Regal Cinemas",STANDARD
5143,10549,,"Lafayette Square 7","430 Pike St.",Marietta,OH,45750,12.1,-81.434303,39.411701,"Odyssey Entertainment/CineMagic",STANDARD
4589,9753,,"Athena Grand","1008 East State St.",Athens,OH,45701,26.06,-82.0662,39.3367,"Independent Chains",STANDARD
1834,3150,,"Movies 10-Nelsonville","14333 US 33 South",Nelsonville,OH,45764,31.63,-82.188023,39.412114,"Independent Chains",STANDARD
4061,6835,,"Main Street Cinema","387 E.Main St.",Inez,KY,41224,25.97,-82.533127,37.868334,"Independent Chains",STANDARD
4720,9936,,"KYOVA 10 Theatre","10699 US Rt. 60",Ashland,KY,41102,24.73,-82.713318,38.402052,"Independent Chains",STANDARD
1655,1914,,"Wheelersburg Cinema","8805 Ohio River Rd.",Wheelersburg,OH,45694,17.72,-82.8584,38.7179,"Independent Chains",STANDARD
4039,2161,,"Portsmouth Cinemas","1623 Chillicothe Street",Portsmouth,OH,45662,29.58,-82.993813,38.746156,"Republic Theaters",STANDARD
1647,3916,,"Movies 5 - Mayo Plaza","449 N. Mayo Trail",Paintsville,KY,41240,33.22,-82.820091,37.824157,"Independent Chains",STANDARD
1674,4756,,"Carmike Wynnsong 12 Winston Salem","1501 Hanes Mall Blvd","Winston Salem",NC,27103,29.58,-80.334027,36.068459,"Carmike Cinemas",STANDARD
1235,5036,,"Marketplace Mall Theatres","2095 Peters Creek Parkway","Winston Salem",NC,27127,33.86,-80.257155,36.069899,"Independent Chains",STANDARD
5052,10432,,"Aperture Cinema","311 W. 4th St.","Winston Salem",NC,27103,34.65,-80.2472,36.0981,"Independent Chains",STANDARD
1374,4191,,"Cinemark Tinseltown USA Salisbury","305 Faith Rd.",Salisbury,NC,28146,32.85,-80.462397,35.651091,Cinemark,STANDARD
1233,4752,,"Carmike 8 High Point","2705 N Main Street","High Point",NC,27265,34.06,-80.032319,35.993425,"Carmike Cinemas",STANDARD
3914,8077,,"Regal Palladium Stadium 14 & IMAX","5830 Samet Drive","High Point",NC,27265,8.15,-79.959212,36.034789,"Regal Cinemas",STANDARD
3983,3167,,"Marquee Statesville 10","1515 Cinema Way",Statesville,NC,28625,8.71,-80.861084,35.78357,"Marquee Cinemas",STANDARD
935,217,,"Gem Theatre - Kannapolis","111 West 1st Street",Kannapolis,NC,28081,31.65,-80.624532,35.498189,"Independent Chains",STANDARD
1231,4763,,"Carmike 18 Greensboro","4822 Koger Blvd",Greensboro,NC,27407,3.57,-79.879457,36.05087,"Carmike Cinemas",STANDARD
5227,10653,,"Movie Tavern Greensboro (Four Seasons Station)","2700 Vanstory St",Greensboro,NC,27407,2.63,-79.843762,36.03711,"Movie Tavern",STANDARD
4421,9490,,"The Grand Theatre - Four Seasons Station","2700 Vanstory Street",Greensboro,NC,27407,2.62,-79.843698,36.037233,"Southern Theatres",STANDARD
2903,6540,,"AmStar Cinemas 14","206 Norman Station Blvd.",Mooresville,NC,28117,19.19,-80.857202,35.587654,"Southern Theatres",STANDARD
4873,10178,,"Our Town Cinemas","227 Griffith St.",Davidson,NC,28036,34.22,-80.8488,35.5023,"Independent Chains",STANDARD
932,3073,,"Carolina Mall 8","120 Country Club Drive NE",Concord,NC,28025,33.64,-80.602688,35.440343,"Southeast Cinemas",STANDARD
3186,4645,,"Regal Movies at Birkdale","16950 Birkdale Commons Pkwy",Huntersville,NC,28078,31.04,-80.878014,35.44637,"Regal Cinemas",STANDARD
2654,8554,683,"AMC Concord Mills 24","8241 Concord Mills Blvd",Concord,NC,28027,32.45,-80.726252,35.370278,"AMC Theatres",STANDARD
854,8053,,"Regal Starlight Cinema 14","11240 US Hwy 29",Charlotte,NC,28262,30.05,-80.717143,35.333202,"Regal Cinemas",STANDARD
4151,4248,680,"AMC Northlake 14","7325 Northlake Mall Drive",Charlotte,NC,28216,32.76,-80.8552,35.3519,"AMC Theatres",STANDARD
1587,1816,,"State Cinema","117 N. College Ave.",Newton,NC,28658,17.37,-81.220853,35.663824,"Independent Chains",STANDARD
855,7417,,"Regal Movies @ Timberlyne","120 Banks Street","Chapel Hill",NC,27514,8.25,-79.055792,35.962041,"Regal Cinemas",STANDARD
3033,1722,,"Lumina Theatre","620 Market St","Chapel Hill",NC,27516,11.11,-79.066501,35.880916,"Independent Chains",STANDARD
4858,10154,,"Varsity Theatre","123 E. Franklin Street","Chapel Hill",NC,27514,9.32,-79.0549,35.9135,"Independent Chains",STANDARD
3675,5230,,"Cinemark Asheboro","400 Randolph Mall",Asheboro,NC,27203,30.66,-79.785504,35.702894,Cinemark,STANDARD
1040,5747,,"Carmike Wynnsong 15 Durham","1807 Martin Luther King Pkwy",Durham,NC,27707,3,-78.957172,35.959381,"Carmike Cinemas",STANDARD
5290,10724,465,"AMC Southpoint 17","8030 Renaissance Pky.",Durham,NC,27713,5.41,-78.939882,35.905552,"AMC Theatres",STANDARD
4411,9470,,"Northgate Stadium 10","1058 West Club Blvd.",Durham,NC,27701,2.71,-78.907778,36.019151,"Independent Chains",STANDARD
1031,2676,,"Carolina Theatre - Durham","309 W Morgan St.",Durham,NC,27701,1.29,-78.9017,35.9981,"Independent Chains",STANDARD
3737,2303,,"Spring Lane Cinema","1351 Douglas Drive",Sanford,NC,27330,34.97,-79.1977,35.4886,"Frank Theatres",STANDARD
4985,10352,,"Sunrise Theater","250 NW Broad St.","Southern Pines",NC,28387,23.18,-79.39034,35.175211,"Independent Chains",STANDARD
3224,2238,,"Sand Hills Cinemas 10","104 Brucewood Rd.","Southern Pines",NC,28387,24.91,-79.420931,35.173567,"Frank Theatres",STANDARD
4230,4903,,"Regal Beaver Creek Stadium 12","1441 Beaver Creek Commons Dr.",Apex,NC,27502,30.89,-78.882807,35.745006,"Regal Cinemas",STANDARD
5291,10725,,"Park West Village 14","3400 Village Market Place Drive",Morrisville,NC,27560,34.67,-78.817484,35.807251,"Stone Theatres",STANDARD
1036,4761,,"Carmike Park Place 16","9525 Chapel Hill Road",Morrisville,NC,27560,34.32,-78.808955,35.803683,"Carmike Cinemas",STANDARD
5724,11166,,"The Cary","122 E. Chatham St.",Cary,NC,27511,32.87,-78.780329,35.787144,"Independent Chains",STANDARD
3612,7015,,"Regal Brier Creek Stadium 14","8611 Brier Creek Pkwy",Raleigh,NC,27617,8.75,-78.78479,35.904211,"Regal Cinemas",STANDARD
1035,2930,,"Mission Valley Cinema","2109 Avent Ferry Rd.",Raleigh,NC,27606,32.02,-78.7461302,35.7792443,"Independent Chains",STANDARD
2941,7032,,"Regal Crossroads Stadium 20","501 Catiboo Dr",Cary,NC,27518,30.46,-78.736,35.7575,"Regal Cinemas",STANDARD
4596,9763,,"Raleigh Grande 16","4840 Grove Barton Rd",Raleigh,NC,27613,34.83,-78.716612,35.872051,"Carolina Cinemas",STANDARD
1042,5746,,"Carmike Blue Ridge 14","600 Blue Ridge Road",Raleigh,NC,27606,32.44,-78.702996,35.788714,"Carmike Cinemas",STANDARD
1038,229,,"Rialto Theatre","1620 Glenwood Ave",Raleigh,NC,27608,33.41,-78.645461,35.803095,"Independent Chains",STANDARD
1039,1907,,"Six Forks Station Cinema","9500 Forum Drive",Raleigh,NC,27615,31.25,-78.656054,35.897707,"Independent Chains",STANDARD
3926,5633,,"Regal Movies at North Hills 14","4150 Main at North Hills St.",Raleigh,NC,27609,31.17,-78.6431,35.8367,"Regal Cinemas",STANDARD
1259,4759,,"Carmike 15 Raleigh","5501 Atlantic Springs Rd.",Raleigh,NC,27616,28.4,-78.597307,35.858136,"Carmike Cinemas",STANDARD
4234,2355,,"Regal White Oak Stadium 14","1205 Timber Drive East",Garner,NC,27529,32.87,-78.574582,35.689109,"Regal Cinemas",STANDARD
931,6523,,"Eastgate Cinemas","823 Highway 24/27 East",Albemarle,NC,28001,28.14,-80.167982,35.349025,"Southeast Cinemas",STANDARD
5588,11041,,"Carmike Patriot 14 + IMAX","4761 Lake Valley Drive",Fayetteville,NC,28303,14.42,-78.9653,35.0793,"Carmike Cinemas",STANDARD
3113,4760,,"Carmike Market Fair 15","1916 Skibo Road",Fayetteville,NC,28314,14.92,-78.969643,35.069482,"Carmike Cinemas",STANDARD
2229,4757,,"Carmike 12 Fayetteville","362 Westwood Shopping Ctr",Fayetteville,NC,28314,14.27,-78.954545,35.065701,"Carmike Cinemas",STANDARD
2215,4751,,"Carmike Wynnsong 7 Fayetteville","3039 Boone Trail",Fayetteville,NC,28304,34.92,-78.926202,35.029015,"Carmike Cinemas",STANDARD
4838,10114,,"Millstone 14","3400 Footbridge Lane",Fayetteville,NC,28306,18.59,-78.974125,34.979747,"Stone Theatres",STANDARD
1033,1086,,"Howell Theatre","141 S 3rd Street",Smithfield,NC,27577,32.44,-78.346552,35.510066,"Independent Chains",STANDARD
3928,5050,,"Smithfield 10","175 South Equity Dr.",Smithfield,NC,27577,33.3,-78.322539,35.508994,"Independent Chains",STANDARD
3948,3203,,"Marquee Wakefield 12","10600 Common Oaks Drive",Raleigh,NC,27614,24.75,-78.542397,35.942403,"Marquee Cinemas",STANDARD
4076,2322,,"Premiere Theatres 12","105 Tenth Place",Goldsboro,NC,27534,17.41,-77.973186,35.400732,"UEC Theatres",STANDARD
1673,8425,,"Carmike 10 Wilson","1501 Ward Blvd. Suite 385",Wilson,NC,27893,24.18,-77.936177,35.724895,"Carmike Cinemas",STANDARD
3593,2192,,"Premiere Theatre Kinston","1176 Hillfarm Rd.",Kinston,NC,28504,22.07,-77.651315,35.263352,"UEC Theatres",STANDARD
4346,9357,,"Regal Greenville Grande Stadium14","750 SW Greenville Blvd",Greenville,NC,27834,17.17,-77.404497,35.572677,"Regal Cinemas",STANDARD
3036,2236,,"UEC Premiere Theater Rocky Mount","821 Benvenue Rd.","Rocky Mount",NC,27804,33.25,-77.805026,35.967137,"UEC Theatres",STANDARD
3292,1553,,"Park Hill Cinemas","1600 Howard Ave.",Tarboro,NC,27886,31.75,-77.562664,35.901083,"Independent Chains",STANDARD
1668,8324,,"Carmike 7 Washington","1109 Washington Square Mall",Washington,NC,27889,34.5,-77.057945,35.559429,"Carmike Cinemas",STANDARD
6086,11499,,"Golden Ticket Cinema 7","1109 W. 15th Street",Washington,NC,27889,34.64,-77.059949,35.560655,"Independent Chains",STANDARD
1896,1482,,"Neuse Blvd Cinema","2500 Neuse Blvd","New Bern",NC,28562,31.83,-77.076532,35.118272,"Independent Chains",STANDARD
1777,5745,,"Carmike 12 Greenville","1685 E Firetower Rd",Greenville,NC,27858,34.99,-77.360991,35.566301,"Carmike Cinemas",STANDARD
1791,6640,,"Carmike 6 Havelock","500 McCotter Blvd.",Havelock,NC,28532,15.34,-76.893123,34.855981,"Carmike Cinemas",STANDARD
3704,4986,,"R/C Kill Devil Hills Movies 10","1803 N. Croatan Highway","Kill Devil Hills",NC,27948,14.29,-75.672443,36.035192,"R/C Theatres",STANDARD
5854,11267,,"NCG Monroe","1911 Dickerson Blvd.",Monroe,NC,28110,17.04,-80.56371,35.007712,"NCG Cinemas",STANDARD
5180,10594,,"Sun Valley 14","6449 Old Monroe Rd.","Indian Trail",NC,28079,33.3,-80.646375,35.051729,"Stone Theatres",STANDARD
5843,11254,,"Carolina Movies 10","9508 Northeast Ct.",Matthews,NC,28105,30.9,-80.715167,35.13958,"Carolina Cinemas",STANDARD
925,7495,,"Cinemark Movies 10 Matthews","9508 Northeast Ct",Matthews,NC,28105,30.9,-80.715167,35.13958,Cinemark,STANDARD
4598,9765,,"Charlotte Crownpoint","9630 Monroe Road",Charlotte,NC,28270,29.52,-80.74133,35.140237,"Carolina Cinemas",STANDARD
1974,8656,,"Regal Movies @ Franklin Square","3778 E. Franklin Boulevard",Gastonia,NC,28056,19.83,-81.110731,35.259963,"Regal Cinemas",STANDARD
4259,2359,,"Ayrsley Grand 14","9110 Kings Parade Blvd.",Charlotte,NC,28273,19.73,-80.932409,35.138918,"Southeast Cinemas",STANDARD
5310,10747,,"Studio Movie Grill EpiCentre","210 E. Trade St.",Charlotte,NC,28202,27.34,-80.8418,35.2261,"Studio Movie Grill",SELECT_SEATING
927,8337,,"Regal Park Terrace Stadium 6","4289 Park Road",Charlotte,NC,28209,24.92,-80.850082,35.172904,"Regal Cinemas",STANDARD
232,7969,681,"AMC Carolina Pavilion 22","9541 South Blvd.",Charlotte,NC,28273,21.7,-80.874722,35.108371,"AMC Theatres",STANDARD
856,7896,,"Regal Manor Theatre","607 Providence Road",Charlotte,NC,28207,27.18,-80.824624,35.201571,"Regal Cinemas",STANDARD
928,5862,,"Regal Phillips Place Stadium 10","6911 Phillips Place Ct.",Charlotte,NC,28210,25.32,-80.824589,35.145609,"Regal Cinemas",STANDARD
4741,9965,,"Regal Ballantyne Village Stadium 5","14815 John J Delany Drive",Charlotte,NC,28277,21.78,-80.8529,35.053,"Regal Cinemas",STANDARD
2250,5741,,"Carmike 7 Rock Hill","2150 Cherry Rd.","Rock Hill",SC,29730,13.15,-81,34.964001,"Carmike Cinemas",STANDARD
1457,7569,,"Regal Stonecrest at Piper Glen 22 & IMAX","7824 Rea Rd.",Charlotte,NC,28277,23.81,-80.81856,35.062013,"Regal Cinemas",STANDARD
